Time[min],Mass[mg],Temperature[degreeC],RH_target[%],RH_measured[%]
169.85,9.4709,26.3,60,58.72
169.89,9.4733,26.3,60,58.71
169.92,9.4759,26.2,60,58.72
169.95,9.4783,26.2,60,58.73
169.99,9.4809,26.2,60,58.73
170.02,9.4833,26.2,60,58.73
170.05,9.4859,26.2,60,58.72
170.09,9.4883,26.2,60,58.71
170.12,9.491,26.2,60,58.71
170.16,9.4934,26.2,60,58.71
170.19,9.496,26.2,60,58.71
170.22,9.4984,26.2,60,58.71
170.26,9.501,26.2,60,58.71
170.29,9.5034,26.2,60,58.73
170.33,9.506,26.2,60,58.73
170.36,9.5084,26.2,60,58.72
170.39,9.5108,26.2,60,58.71
170.43,9.5134,26.2,60,58.71
170.46,9.5158,26.2,60,58.71
170.49,9.5184,26.3,60,58.71
170.53,9.5208,26.3,60,58.71
170.56,9.5234,26.3,60,58.71
170.6,9.5258,26.3,60,58.71
170.63,9.5283,26.3,60,58.71
170.66,9.5307,26.3,60,58.71
170.7,9.532,26.3,60,58.71
170.73,9.5344,26.2,60,58.71
170.76,9.5369,26.3,60,58.71
170.8,9.5393,26.2,60,58.71
170.83,9.5419,26.2,60,58.71
170.87,9.5443,26.2,60,58.71
170.9,9.5468,26.2,60,58.71
170.94,9.5492,26.2,60,58.71
170.97,9.5517,26.2,60,58.71
171,9.5541,26.2,60,58.71
171.04,9.5567,26.2,60,58.71
171.07,9.5591,26.2,60,58.71
171.1,9.5616,26.2,60,58.71
171.14,9.564,26.2,60,58.71
171.17,9.5664,26.3,60,58.71
171.21,9.5689,26.2,60,58.71
171.24,9.5713,26.3,60,58.71
171.27,9.5739,26.2,60,58.71
171.31,9.5762,26.2,60,58.71
171.34,9.5788,26.1,60,58.71
171.37,9.5812,26.2,60,58.71
171.41,9.5837,26.2,60,58.71
171.44,9.5861,26.2,60,58.71
171.48,9.5886,26.3,60,58.71
171.51,9.591,26.3,60,58.71
171.54,9.5936,26.3,60,58.71
171.58,9.5959,26.3,60,58.71
171.61,9.5985,26.2,60,58.71
171.65,9.6008,26.2,60,58.71
171.68,9.6032,26.2,60,58.71
171.71,9.6057,26.2,60,58.71
171.75,9.6081,26.2,60,58.71
171.78,9.6093,26.2,60,58.71
171.81,9.6119,26.2,60,58.71
171.85,9.6142,26.2,60,58.71
171.88,9.6166,26.2,60,58.71
171.92,9.6191,26.2,60,58.71
171.95,9.6214,26.2,60,58.71
171.98,9.624,26.2,60,58.71
172.02,9.6263,26.3,60,58.71
172.05,9.6288,26.3,60,58.71
172.09,9.6311,26.3,60,58.71
172.12,9.6336,26.3,60,58.71
172.15,9.6359,26.3,60,58.71
172.19,9.6384,26.2,60,58.71
172.22,9.6407,26.2,60,58.71
172.25,9.6431,26.2,60,58.71
172.29,9.6454,26.2,60,58.71
172.32,9.6479,26.2,60,58.71
172.36,9.6502,26.2,60,58.71
172.39,9.6526,26.1,60,58.71
172.42,9.6551,26.2,60,58.71
172.46,9.6574,26.2,60,58.71
172.49,9.6599,26.2,60,58.71
172.52,9.6622,26.2,60,58.71
172.56,9.6647,26.2,60,58.71
172.59,9.667,26.2,60,58.71
172.63,9.6695,26.3,60,58.71
172.66,9.6719,26.3,60,58.71
172.69,9.6744,26.3,60,58.71
172.73,9.6768,26.3,60,58.71
172.76,9.6793,26.2,60,58.71
172.8,9.6816,26.2,60,58.71
172.83,9.6841,26.2,60,58.71
172.86,9.6864,26.2,60,58.71
172.9,9.6877,26.2,60,58.71
172.93,9.69,26.2,60,58.71
172.97,9.6924,26.2,60,58.71
173,9.6947,26.2,60,58.71
173.03,9.6972,26.2,60,58.71
173.07,9.6995,26.2,60,58.71
173.1,9.702,26.2,60,58.71
173.13,9.7043,26.2,60,58.71
173.17,9.7066,26.2,60,58.71
173.2,9.709,26.2,60,58.71
173.24,9.7113,26.2,60,58.71
173.27,9.7137,26.2,60,58.71
173.3,9.716,26.2,60,58.71
173.34,9.7185,26.2,60,58.71
173.37,9.7208,26.2,60,58.71
173.41,9.7233,26.2,60,58.71
173.44,9.7256,26.2,60,58.71
173.47,9.728,26.2,60,58.71
173.51,9.7303,26.2,60,58.71
173.54,9.7327,26.2,60,58.71
173.57,9.735,26.2,60,58.71
173.61,9.7375,26.2,60,58.71
173.64,9.7397,26.2,60,58.71
173.68,9.742,26.2,60,58.71
173.71,9.7444,26.2,60,58.71
173.74,9.7467,26.2,60,58.71
173.78,9.7491,26.2,60,58.71
173.81,9.7514,26.2,60,58.71
173.85,9.7538,26.2,60,58.71
173.88,9.756,26.2,60,58.71
173.91,9.7584,26.2,60,58.71
173.95,9.7607,26.1,60,58.71
173.98,9.7619,26.2,60,58.71
174.01,9.7641,26.2,60,58.71
174.05,9.7665,26.2,60,58.71
174.08,9.7688,26.2,60,58.71
174.12,9.7712,26.2,60,58.71
174.15,9.7734,26.2,60,58.71
174.18,9.7758,26.2,60,58.71
174.22,9.7781,26.2,60,58.71
174.25,9.7805,26.2,60,58.71
174.28,9.7827,26.2,60,58.71
174.32,9.7851,26.2,60,58.71
174.35,9.7874,26.2,60,58.71
174.39,9.7896,26.2,60,58.71
174.42,9.792,26.2,60,58.71
174.45,9.7943,26.2,60,58.72
174.49,9.7967,26.2,60,58.71
174.52,9.7989,26.2,60,58.71
174.56,9.8014,26.2,60,58.71
174.59,9.8036,26.2,60,58.71
174.62,9.806,26.2,60,58.71
174.66,9.8083,26.2,60,58.71
174.69,9.8107,26.2,60,58.71
174.73,9.8129,26.2,60,58.71
174.76,9.8153,26.2,60,58.71
174.79,9.8176,26.2,60,58.71
174.83,9.82,26.2,60,58.71
174.86,9.8222,26.2,60,58.71
174.89,9.8244,26.2,60,58.71
174.93,9.8268,26.2,60,58.71
174.96,9.8291,26.3,60,58.71
175,9.8314,26.2,60,58.71
175.03,9.8337,26.2,60,58.71
175.06,9.836,26.2,60,58.71
175.1,9.8372,26.3,60,58.71
175.13,9.8394,26.2,60,58.71
175.17,9.8416,26.2,60,58.71
175.2,9.8439,26.2,60,58.71
175.23,9.8461,26.2,60,58.71
175.27,9.8484,26.2,60,58.71
175.3,9.8506,26.2,60,58.71
175.33,9.853,26.2,60,58.71
175.37,9.8551,26.1,60,58.71
175.4,9.8574,26.1,60,58.71
175.44,9.8596,26.1,60,58.71
175.47,9.8619,26.2,60,58.71
175.5,9.8641,26.2,60,58.71
175.54,9.8664,26.2,60,58.71
175.57,9.8685,26.2,60,58.71
175.61,9.8709,26.2,60,58.71
175.64,9.873,26.2,60,58.71
175.67,9.8752,26.2,60,58.71
175.71,9.8775,26.2,60,58.71
175.74,9.8797,26.2,60,58.71
175.77,9.882,26.2,60,58.71
175.81,9.8842,26.2,60,58.71
175.84,9.8865,26.2,60,58.71
175.88,9.8887,26.2,60,58.71
175.91,9.891,26.2,60,58.71
175.94,9.8932,26.2,60,58.71
175.98,9.8955,26.3,60,58.71
176.01,9.8976,26.2,60,58.7
176.04,9.8999,26.2,60,58.7
176.08,9.9021,26.2,60,58.7
176.11,9.9042,26.1,60,58.71
176.15,9.9065,26.2,60,58.7
176.18,9.9087,26.2,60,58.71
176.21,9.911,26.1,60,58.71
176.25,9.9121,26.2,60,58.71
176.28,9.9142,26.2,60,58.71
176.32,9.9165,26.2,60,58.71
176.35,9.9186,26.2,60,58.71
176.38,9.9207,26.2,60,58.71
176.42,9.923,26.3,60,58.71
176.45,9.9252,26.2,60,58.71
176.49,9.9274,26.2,60,58.71
176.52,9.9296,26.2,60,58.71
176.55,9.9318,26.2,60,58.71
176.59,9.9339,26.2,60,58.71
176.62,9.9362,26.2,60,58.71
176.65,9.9383,26.2,60,58.71
176.69,9.9406,26.2,60,58.71
176.72,9.9427,26.2,60,58.71
176.76,9.9449,26.2,60,58.71
176.79,9.947,26.2,60,58.71
176.82,9.9493,26.1,60,58.71
176.86,9.9514,26.1,60,58.71
176.89,9.9535,26.1,60,58.71
176.93,9.9557,26.2,60,58.71
176.96,9.9578,26.2,60,58.71
176.99,9.96,26.2,60,58.71
177.03,9.9621,26.1,60,58.71
177.06,9.9643,26.1,60,58.71
177.09,9.9664,26.2,60,58.71
177.13,9.9686,26.2,60,58.71
177.16,9.9707,26.2,60,58.71
177.2,9.9729,26.2,60,58.71
177.23,9.975,26.2,60,58.71
177.26,9.9772,26.2,60,58.71
177.3,9.9793,26.2,60,58.71
177.33,9.9815,26.2,60,58.71
177.37,9.9825,26.1,60,58.71
177.4,9.9847,26.1,60,58.71
177.43,9.9868,26.1,60,58.71
177.47,9.989,26.1,60,58.71
177.5,9.991,26.1,60,58.71
177.53,9.9932,26.2,60,58.71
177.57,9.9952,26.2,60,58.71
177.6,9.9974,26.2,60,58.71
177.64,9.9995,26.2,60,58.71
177.67,10.0015,26.2,60,58.71
177.7,10.0037,26.1,60,58.71
177.74,10.0057,26.1,60,58.69
177.77,10.0079,26.1,60,58.69
177.8,10.0099,26.1,60,58.68
177.84,10.0121,26.2,60,58.68
177.87,10.0141,26.2,60,58.69
177.91,10.0163,26.1,60,58.7
177.94,10.0183,26.1,60,58.69
177.97,10.0204,26.1,60,58.71
178.01,10.0225,26.1,60,58.69
178.04,10.0246,26.1,60,58.7
178.08,10.0266,26.2,60,58.7
178.11,10.0286,26.2,60,58.7
178.14,10.0308,26.2,60,58.69
178.18,10.0327,26.2,60,58.68
178.21,10.0349,26.2,60,58.68
178.25,10.0369,26.2,60,58.68
178.28,10.039,26.2,60,58.67
178.31,10.041,26.2,60,58.68
178.35,10.0432,26.2,60,58.68
178.38,10.0452,26.2,60,58.68
178.41,10.0473,26.2,60,58.68
178.45,10.0482,26.2,60,58.68
178.48,10.0503,26.2,60,58.69
178.52,10.0523,26.2,60,58.69
178.55,10.0544,26.2,60,58.7
178.58,10.0564,26.2,60,58.68
178.62,10.0585,26.2,60,58.69
178.65,10.0605,26.1,60,58.7
178.69,10.0625,26.2,60,58.69
178.72,10.0645,26.2,60,58.68
178.75,10.0666,26.2,60,58.68
178.79,10.0686,26.2,60,58.68
178.82,10.0707,26.2,60,58.7
178.85,10.0727,26.2,60,58.7
178.89,10.0746,26.2,60,58.69
178.92,10.0767,26.2,60,58.7
178.96,10.0787,26.2,60,58.68
178.99,10.0808,26.2,60,58.68
179.02,10.0827,26.2,60,58.68
179.06,10.0848,26.2,60,58.69
179.09,10.0867,26.1,60,58.69
179.13,10.0888,26.2,60,58.68
179.16,10.0907,26.2,60,58.68
179.19,10.0928,26.2,60,58.68
179.23,10.0947,26.2,60,58.68
179.26,10.0968,26.1,60,58.68
179.29,10.0987,26.1,60,58.68
179.33,10.1007,26.1,60,58.66
179.36,10.1026,26.1,60,58.65
179.4,10.1055,26.2,60,58.65
179.43,10.1065,26.2,60,58.65
179.46,10.1084,26.1,60,58.65
179.5,10.1104,26.1,60,58.65
179.53,10.1123,26.1,60,58.65
179.56,10.1133,26.2,60,58.67
179.6,10.1153,26.1,60,58.66
179.63,10.1172,26.2,60,58.65
179.67,10.119,26.2,60,58.65
179.7,10.1211,26.2,60,58.66
179.73,10.1229,26.2,60,58.65
179.77,10.1249,26.2,60,58.66
179.8,10.1268,26.1,60,58.66
179.84,10.1288,26.1,60,58.65
179.87,10.1306,26.1,60,58.66
179.9,10.1326,26.1,60,58.65
179.94,10.1345,26.1,60,58.65
179.97,10.1365,26.1,60,58.66
180.01,10.1383,26.1,60,58.66
180.04,10.1403,26.2,60,58.65
180.07,10.1421,26.2,60,58.67
180.11,10.144,26.2,60,58.67
180.14,10.1459,26.2,60,58.66
180.17,10.1478,26.1,60,58.65
180.21,10.1497,26.2,60,58.65
180.24,10.1516,26.2,60,58.65
180.28,10.1535,26.2,60,58.66
180.31,10.1553,26.2,60,58.67
180.34,10.1572,26.2,60,58.65
180.38,10.159,26.2,60,58.67
180.41,10.1609,26.3,60,58.68
180.45,10.1627,26.3,60,58.68
180.48,10.1646,26.3,60,58.67
180.51,10.1674,26.3,60,58.65
180.55,10.1683,26.3,60,58.65
180.58,10.1701,26.2,60,58.65
180.61,10.1719,26.2,60,58.66
180.65,10.1729,26.2,60,58.67
180.68,10.1756,26.1,60,58.68
180.72,10.1765,26.1,60,58.66
180.75,10.1784,26.1,60,58.67
180.78,10.1801,26.2,60,58.67
180.82,10.182,26.2,60,58.65
180.85,10.1837,26.2,60,58.66
180.89,10.1855,26.2,60,58.65
180.92,10.1873,26.2,60,58.65
180.95,10.1891,26.2,60,58.65
180.99,10.1909,26.2,60,58.65
181.02,10.1926,26.2,60,58.65
181.05,10.1944,26.2,60,58.65
181.09,10.1961,26.2,60,58.65
181.12,10.1979,26.1,60,58.65
181.16,10.1996,26.1,60,58.65
181.19,10.2014,26.2,60,58.65
181.22,10.2031,26.2,60,58.65
181.26,10.2049,26.2,60,58.65
181.29,10.2065,26.2,60,58.65
181.32,10.2083,26.2,60,58.65
181.36,10.21,26.1,60,58.65
181.39,10.2116,26.1,60,58.65
181.43,10.2134,26.2,60,58.65
181.46,10.215,26.2,60,58.65
181.49,10.2168,26.2,60,58.65
181.53,10.2184,26.2,60,58.65
181.56,10.2201,26.2,60,58.65
181.6,10.2217,26.1,60,58.65
181.63,10.2242,26.2,60,58.65
181.66,10.225,26.2,60,58.65
181.7,10.2267,26.2,60,58.65
181.73,10.2283,26.2,60,58.65
181.77,10.23,26.2,60,58.65
181.8,10.2307,26.2,60,58.65
181.83,10.2324,26.2,60,58.65
181.87,10.234,26.2,60,58.65
181.9,10.2357,26.1,60,58.65
181.93,10.2372,26.2,60,58.65
181.97,10.2389,26.1,60,58.65
182,10.2404,26.2,60,58.65
182.04,10.242,26.2,60,58.65
182.07,10.2435,26.2,60,58.65
182.1,10.245,26.2,60,58.65
182.14,10.2466,26.2,60,58.65
182.17,10.248,26.2,60,58.65
182.21,10.2496,26.2,60,58.65
182.24,10.2511,26.2,60,58.65
182.27,10.2526,26.1,60,58.65
182.31,10.2541,26.1,60,58.65
182.34,10.2556,26.1,60,58.65
182.37,10.257,26.1,60,58.65
182.41,10.2585,26.2,60,58.65
182.44,10.2599,26.2,60,58.65
182.48,10.2614,26.1,60,58.65
182.51,10.2628,26.1,60,58.65
182.54,10.2643,26.1,60,58.65
182.58,10.2656,26.2,60,58.65
182.61,10.267,26.2,60,58.65
182.65,10.2684,26.2,60,58.65
182.68,10.2697,26.2,60,58.65
182.71,10.2711,26.2,60,58.65
182.75,10.2732,26.2,60,58.65
182.78,10.2739,26.2,60,58.65
182.81,10.2752,26.2,60,58.65
182.85,10.2765,26.2,60,58.65
182.88,10.2778,26.2,60,58.65
182.92,10.2785,26.1,60,58.65
182.95,10.2798,26.1,60,58.65
182.98,10.2811,26.1,60,58.65
183.02,10.2823,26.1,60,58.65
183.05,10.2836,26.2,60,58.65
183.08,10.2849,26.2,60,58.65
183.12,10.2861,26.2,60,58.65
183.15,10.2873,26.2,60,58.65
183.19,10.2886,26.2,60,58.65
183.22,10.2898,26.1,60,58.65
183.25,10.291,26.1,60,58.64
183.29,10.2922,26.1,60,58.65
183.32,10.2934,26.1,60,58.63
183.36,10.2945,26.1,60,58.62
183.39,10.2957,26.2,60,58.64
183.42,10.2968,26.2,60,58.65
183.46,10.2979,26.2,60,58.65
183.49,10.2991,26.2,60,58.65
183.53,10.3001,26.2,60,58.65
183.56,10.3012,26.2,60,58.65
183.59,10.3023,26.2,60,58.65
183.63,10.3034,26.2,60,58.65
183.66,10.3044,26.2,60,58.65
183.69,10.3055,26.2,60,58.65
183.73,10.3065,26.2,60,58.65
183.76,10.3075,26.2,60,58.65
183.8,10.3085,26.3,60,58.65
183.83,10.3094,26.2,60,58.65
183.86,10.3109,26.2,60,58.65
183.9,10.3114,26.2,60,58.65
183.93,10.3124,26.2,60,58.65
183.97,10.3133,26.1,60,58.65
184,10.3142,26.1,60,58.64
184.03,10.3146,26.1,60,58.65
184.07,10.3155,26.1,60,58.65
184.1,10.3163,26.2,60,58.65
184.13,10.3172,26.2,60,58.65
184.17,10.318,26.2,60,58.65
184.2,10.3189,26.1,60,58.65
184.24,10.3197,26.1,60,58.65
184.27,10.3205,26.1,60,58.65
184.3,10.3213,26.1,60,58.65
184.34,10.3221,26.1,60,58.65
184.37,10.3228,26.2,60,58.65
184.41,10.3236,26.2,60,58.65
184.44,10.3244,26.2,60,58.65
184.47,10.3251,26.2,60,58.65
184.51,10.3258,26.2,60,58.65
184.54,10.3266,26.2,60,58.65
184.57,10.3272,26.2,60,58.65
184.61,10.3279,26.1,60,58.65
184.64,10.3286,26.1,60,58.65
184.68,10.3293,26.1,60,58.65
184.71,10.33,26.2,60,58.65
184.74,10.3307,26.2,60,58.65
184.78,10.3314,26.2,60,58.65
184.81,10.332,26.2,60,58.63
184.84,10.3326,26.1,60,58.65
184.88,10.3332,26.2,60,58.65
184.91,10.3339,26.2,60,58.65
184.95,10.3345,26.2,60,58.65
184.98,10.3354,26.2,60,58.63
185.01,10.3357,26.2,60,58.64
185.05,10.3363,26.2,60,58.63
185.08,10.3369,26.2,60,58.63
185.12,10.3372,26.1,60,58.63
185.15,10.338,26.1,60,58.62
185.18,10.3383,26.1,60,58.62
185.22,10.3388,26.1,60,58.61
185.25,10.3393,26.1,60,58.62
185.29,10.3399,26.1,60,58.62
185.32,10.3404,26.1,60,58.61
185.35,10.3409,26.1,60,58.62
185.39,10.3414,26.1,60,58.62
185.42,10.3419,26.1,60,58.62
185.45,10.3424,26.2,60,58.6
185.49,10.3429,26.1,60,58.6
185.52,10.3434,26.1,60,58.61
185.56,10.3439,26.1,60,58.61
185.59,10.3443,26.1,60,58.6
185.62,10.3448,26.1,60,58.62
185.66,10.3453,26.2,60,58.62
185.69,10.3458,26.1,60,58.62
185.73,10.3462,26.2,60,58.62
185.76,10.3467,26.1,60,58.62
185.79,10.3471,26.2,60,58.62
185.83,10.3475,26.2,60,58.62
185.86,10.3479,26.2,60,58.62
185.89,10.3484,26.2,60,58.62
185.93,10.3488,26.1,60,58.62
185.96,10.3492,26.1,60,58.62
186,10.3496,26.1,60,58.62
186.03,10.35,26.1,60,58.63
186.06,10.3504,26.1,60,58.63
186.1,10.351,26.1,60,58.62
186.13,10.3512,26.1,60,58.61
186.17,10.3516,26.2,60,58.6
186.2,10.352,26.2,60,58.61
186.23,10.3524,26.2,60,58.61
186.27,10.3526,26.1,60,58.61
186.3,10.353,26.2,60,58.62
186.33,10.3533,26.2,60,58.62
186.37,10.3537,26.2,60,58.62
186.4,10.3541,26.1,60,58.63
186.44,10.3544,26.1,60,58.63
186.47,10.3548,26,60,58.63
186.5,10.3551,26,60,58.65
186.54,10.3555,26,60,58.65
186.57,10.3558,26,60,58.65
186.6,10.3562,26,60,58.65
186.64,10.3565,26,60,58.63
186.67,10.3568,26.1,60,58.62
186.71,10.3572,26.1,60,58.63
186.74,10.3575,26.1,60,58.63
186.77,10.3578,26.1,60,58.63
186.81,10.3581,26.2,60,58.64
186.84,10.3584,26.2,60,58.63
186.88,10.3588,26.2,60,58.63
186.91,10.3591,26.2,60,58.63
186.94,10.3594,26.2,60,58.63
186.98,10.3597,26.2,60,58.64
187.01,10.36,26.1,60,58.64
187.05,10.3603,26.1,60,58.64
187.08,10.3605,26.1,60,58.64
187.11,10.3608,26.1,60,58.64
187.15,10.3611,26.1,60,58.64
187.18,10.3615,26.1,60,58.65
187.21,10.3616,26.1,60,58.65
187.25,10.3619,26.1,60,58.64
187.28,10.3621,26.1,60,58.63
187.32,10.3624,26.2,60,58.64
187.35,10.3627,26.2,60,58.64
187.38,10.3628,26.2,60,58.62
187.42,10.363,26.2,60,58.63
187.45,10.3633,26.2,60,58.64
187.49,10.3636,26.2,60,58.62
187.52,10.3638,26.2,60,58.63
187.55,10.3641,26.2,60,58.64
187.59,10.3643,26.2,60,58.65
187.62,10.3646,26.1,60,58.65
187.65,10.3648,26.1,60,58.63
187.69,10.3651,26.1,60,58.64
187.72,10.3653,26.1,60,58.64
187.76,10.3655,26.1,60,58.63
187.79,10.3658,26.1,60,58.63
187.82,10.366,26.1,60,58.62
187.86,10.3662,26,60,58.62
187.89,10.3664,26.1,60,58.62
187.93,10.3667,26.1,60,58.64
187.96,10.3669,26.1,60,58.63
187.99,10.3671,26.1,60,58.63
188.03,10.3673,26,60,58.62
188.06,10.3676,26,60,58.62
188.09,10.3678,26,60,58.62
188.13,10.368,26.1,60,58.63
188.16,10.3682,26.1,60,58.64
188.2,10.3684,26.1,60,58.62
188.23,10.3686,26.2,60,58.61
188.26,10.3688,26.1,60,58.61
188.3,10.3691,26.1,60,58.61
188.33,10.3691,26.1,60,58.62
188.36,10.3694,26.1,60,58.62
188.4,10.3695,26.1,60,58.61
188.43,10.3697,26.1,60,58.63
188.47,10.3698,26.1,60,58.63
188.5,10.37,26.1,60,58.63
188.53,10.3702,26.1,60,58.63
188.57,10.3704,26.1,60,58.62
188.6,10.3705,26.1,60,58.62
188.64,10.3707,26.1,60,58.62
188.67,10.3709,26.1,60,58.6
188.7,10.371,26.1,60,58.61
188.74,10.3712,26.1,60,58.61
188.77,10.3714,26.1,60,58.6
188.81,10.3715,26.1,60,58.62
188.84,10.3717,26.1,60,58.62
188.87,10.3719,26.1,60,58.62
188.91,10.372,26.1,60,58.6
188.94,10.3722,26.1,60,58.61
188.97,10.3724,26.2,60,58.62
189.01,10.3725,26.1,60,58.62
189.04,10.3727,26.1,60,58.62
189.08,10.3729,26,60,58.6
189.11,10.373,26.1,60,58.6
189.14,10.3732,26,60,58.61
189.18,10.3734,26,60,58.62
189.21,10.3735,26.1,60,58.63
189.25,10.3736,26.1,60,58.62
189.28,10.3738,26.2,60,58.63
189.31,10.3739,26.2,60,58.61
189.35,10.374,26.2,60,58.6
189.38,10.3742,26.1,60,58.6
189.41,10.3744,26.1,60,58.6
189.45,10.3744,26.1,60,58.6
189.48,10.3745,26.1,60,58.6
189.52,10.3747,26.1,60,58.61
189.55,10.3748,26.1,60,58.6
189.58,10.3749,26.1,60,58.6
189.62,10.375,26.1,60,58.61
189.65,10.3751,26,60,58.6
189.69,10.3753,26.1,60,58.6
189.72,10.3754,26,60,58.6
189.75,10.3755,26,60,58.6
189.79,10.3756,26.1,60,58.6
189.82,10.3757,26.1,60,58.6
189.85,10.3758,26,60,58.61
189.89,10.376,26.1,60,58.61
189.92,10.3761,26.1,60,58.6
189.96,10.3762,26.1,60,58.6
189.99,10.3763,26.1,60,58.6
190.02,10.3764,26.1,60,58.6
190.06,10.3765,26.1,60,58.61
190.09,10.3767,26.1,60,58.63
190.12,10.3768,26.1,60,58.62
190.16,10.3768,26.1,60,58.62
190.19,10.377,26,60,58.62
190.23,10.3771,26,60,58.62
190.26,10.3772,26,60,58.62
190.29,10.3773,26.1,60,58.6
190.33,10.3774,26.1,60,58.6
190.36,10.3775,26.1,60,58.6
190.4,10.3777,26.1,60,58.61
190.43,10.3777,26.1,60,58.61
190.46,10.3777,26.1,60,58.63
190.5,10.3779,26.1,60,58.62
190.53,10.378,26.1,60,58.62
190.56,10.3781,26.1,60,58.61
190.6,10.3782,26.1,60,58.61
190.63,10.3783,26,60,58.61
190.67,10.3784,26,60,58.61
190.7,10.3784,26.1,60,58.6
190.73,10.3785,26.1,60,58.6
190.77,10.3786,26.2,60,58.6
190.8,10.3787,26.2,60,58.6
190.83,10.3788,26.2,60,58.6
190.87,10.3789,26.2,60,58.6
190.9,10.379,26.1,60,58.6
190.94,10.379,26.1,60,58.6
190.97,10.3791,26.1,60,58.6
191,10.3792,26,60,58.6
191.04,10.3793,26,60,58.6
191.07,10.3793,26.1,60,58.6
191.11,10.3794,26.1,60,58.6
191.14,10.3795,26.1,60,58.6
191.17,10.3796,26.1,60,58.6
191.21,10.3797,26.1,60,58.6
191.24,10.3797,26.1,60,58.6
191.28,10.3798,26.1,60,58.6
191.31,10.3799,26.1,60,58.6
191.34,10.38,26,60,58.6
191.38,10.3801,26,60,58.6
191.41,10.3802,26.1,60,58.6
191.45,10.3803,26.1,60,58.6
191.48,10.3804,26.1,60,58.6
191.51,10.3805,26.1,60,58.6
191.55,10.3806,26.1,60,58.6
191.58,10.3806,26.1,60,58.6
191.62,10.3807,26.1,60,58.6
191.65,10.3808,26.1,60,58.6
191.68,10.3808,26.1,60,58.6
191.72,10.3809,26.1,60,58.6
191.75,10.381,26,60,58.6
191.78,10.3811,26,60,58.6
191.82,10.3812,26,60,58.6
191.85,10.3812,26,60,58.6
191.89,10.3813,26,60,58.6
191.92,10.3814,26.1,60,58.6
191.95,10.3814,26.1,60,58.6
191.99,10.3815,26,60,58.6
192.02,10.3816,26.1,60,58.6
192.06,10.3817,26.1,60,58.6
192.09,10.3817,26.1,60,58.6
192.12,10.3818,26.1,60,58.6
192.16,10.3819,26.1,60,58.6
192.19,10.382,26.1,60,58.6
192.22,10.382,26.1,60,58.6
192.26,10.3821,26.1,60,58.6
192.29,10.3822,26.1,60,58.6
192.32,10.3822,26.1,60,58.6
192.36,10.3823,26.1,60,58.6
192.39,10.3823,26.1,60,58.6
192.43,10.3825,26.1,60,58.6
192.46,10.3826,26.1,60,58.6
192.49,10.3826,26.1,60,58.6
192.53,10.3827,26.1,60,58.6
192.56,10.3827,26.1,60,58.6
192.59,10.3828,26.1,60,58.6
192.63,10.3828,26.1,60,58.6
192.66,10.3829,26.1,60,58.6
192.7,10.3829,26.1,60,58.6
192.73,10.383,26.1,60,58.6
192.76,10.383,26.1,60,58.6
192.8,10.3831,26.1,60,58.6
192.83,10.3831,26.1,60,58.6
192.86,10.3832,26.1,60,58.6
192.9,10.3833,26.1,60,58.6
192.93,10.3833,26.1,60,58.6
192.97,10.3834,26.1,60,58.6
193,10.3834,26,60,58.6
193.03,10.3835,26.1,60,58.6
193.07,10.3835,26,60,58.6
193.1,10.3836,26.1,60,58.6
193.13,10.3836,26.1,60,58.6
193.17,10.3837,26.1,60,58.6
193.2,10.3838,26.1,60,58.6
193.24,10.3838,26.1,60,58.58
193.27,10.3839,26.1,60,58.59
193.3,10.384,26.1,60,58.58
193.34,10.384,26.1,60,58.58
193.37,10.384,26.1,60,58.58
193.41,10.3841,26.1,60,58.58
193.44,10.3842,26.1,60,58.59
193.47,10.3843,26.1,60,58.59
193.51,10.3843,26.1,60,58.59
193.54,10.3843,26.1,60,58.58
193.57,10.3844,26.1,60,58.59
193.61,10.3845,26,60,58.6
193.64,10.3845,26,60,58.59
193.67,10.3845,26.1,60,58.59
193.71,10.3846,26.1,60,58.59
193.74,10.3846,26.1,60,58.59
193.78,10.3847,26,60,58.6
193.81,10.3848,26,60,58.58
193.84,10.3848,26,60,58.57
193.88,10.3848,26.1,60,58.57
193.91,10.3849,26,60,58.57
193.94,10.3849,26.1,60,58.57
193.98,10.385,26,60,58.57
194.01,10.385,26,60,58.57
194.04,10.3851,26.1,60,58.57
194.08,10.3851,26,60,58.57
194.11,10.3852,26,60,58.57
194.15,10.3852,26,60,58.56
194.18,10.3852,26.1,60,58.57
194.21,10.3853,26.1,60,58.57
194.25,10.3853,26.1,60,58.57
194.28,10.3853,26.1,60,58.57
194.32,10.3854,26,60,58.58
194.35,10.3854,26,60,58.58
194.38,10.3854,26.1,60,58.58
194.42,10.3855,26.1,60,58.58
194.45,10.3855,26.1,60,58.57
194.48,10.3855,26.1,60,58.57
194.52,10.3856,26.1,60,58.57
194.55,10.3856,26.1,60,58.57
194.59,10.3856,26.1,60,58.57
194.62,10.3856,26.1,60,58.56
194.65,10.3856,26.1,60,58.56
194.69,10.3857,26.1,60,58.57
194.72,10.3857,26,60,58.57
194.75,10.3858,26,60,58.6
194.79,10.3858,26,60,58.6
194.82,10.3858,26.1,60,58.59
194.85,10.3859,26.1,60,58.57
194.89,10.3859,26.1,60,58.57
194.92,10.386,26.1,60,58.57
194.95,10.386,26.1,60,58.55
194.99,10.386,26.1,60,58.54
195.02,10.3861,26.1,60,58.55
